"idAmazon","idGoogleBase"
"b000ecoami","http://www.google.com/base/feeds/snippets/18389952572089446651"
"b000067vpa","http://www.google.com/base/feeds/snippets/18389772286278704810"
"b0006b4zr2","http://www.google.com/base/feeds/snippets/18387344743770716829"
"b000aly75i","http://www.google.com/base/feeds/snippets/18391095906680955632"
"b000a7mfn8","http://www.google.com/base/feeds/snippets/18387170188665857199"
"b000hlt57q","http://www.google.com/base/feeds/snippets/18385266399097496621"
"b000fepvcs","http://www.google.com/base/feeds/snippets/18395637668335924867"
"b0000y7wck","http://www.google.com/base/feeds/snippets/18395209041486825295"
"b000gv8u32","http://www.google.com/base/feeds/snippets/18395632346791388859"
"b000btas3y","http://www.google.com/base/feeds/snippets/18393736281334607132"
"b000qv5xqy","http://www.google.com/base/feeds/snippets/18391914133104937904"
"b000bw7kxw","http://www.google.com/base/feeds/snippets/18392335669009428265"
"b0007q7mg2","http://www.google.com/base/feeds/snippets/13558726664717453661"
"b0007q7mg2","http://www.google.com/base/feeds/snippets/13029285540855383313"
"b000b5ue6y","http://www.google.com/base/feeds/snippets/18392141725886908183"
"b000ndibaa","http://www.google.com/base/feeds/snippets/3285016045940957596"
"b0001wn1ee","http://www.google.com/base/feeds/snippets/12776057589362570320"
"b000jgf410","http://www.google.com/base/feeds/snippets/9949258255997064102"
"b000hcl5sm","http://www.google.com/base/feeds/snippets/12905177887993533095"
"b0000cg4ah","http://www.google.com/base/feeds/snippets/18417940197818815384"
"b000e8jl80","http://www.google.com/base/feeds/snippets/16064170791328826375"
"b000coxs30","http://www.google.com/base/feeds/snippets/18397190495511936667"
"b0001y7poo","http://www.google.com/base/feeds/snippets/8489592412659021834"
"b0001y7poo","http://www.google.com/base/feeds/snippets/4468026794504477734"
"b000ndibq4","http://www.google.com/base/feeds/snippets/7928058720709111960"
"b000ndibq4","http://www.google.com/base/feeds/snippets/2461116331238857888"
"b000ndibci","http://www.google.com/base/feeds/snippets/5536147337142384196"
"b000j00xf8","http://www.google.com/base/feeds/snippets/2828778266734579385"
"b000hlp5do","http://www.google.com/base/feeds/snippets/4835538995422992772"
"b000edkurg","http://www.google.com/base/feeds/snippets/13699037964945038111"
"b000kzf7oo","http://www.google.com/base/feeds/snippets/18395554978346558556"
"b000e8jlai","http://www.google.com/base/feeds/snippets/18364244585954350504"
"b000e8jlai","http://www.google.com/base/feeds/snippets/8918859484248831701"
"b000hc0m36","http://www.google.com/base/feeds/snippets/12949835105262366018"
"b0008ewsai","http://www.google.com/base/feeds/snippets/10066664236286478958"
"b00009adf3","http://www.google.com/base/feeds/snippets/12203635138191657547"
"b00009adf3","http://www.google.com/base/feeds/snippets/10843999530069218918"
"b00009apn8","http://www.google.com/base/feeds/snippets/17298617365180292947"
"b000rwdd9q","http://www.google.com/base/feeds/snippets/13813465547037122851"
"b000pihtec","http://www.google.com/base/feeds/snippets/13778334917246964953"
"b0002bqqtq","http://www.google.com/base/feeds/snippets/12603976278153658661"
"b000rw9md2","http://www.google.com/base/feeds/snippets/14209929007229153860"
"b000in18nm","http://www.google.com/base/feeds/snippets/12354599434001970846"
"b000098xiy","http://www.google.com/base/feeds/snippets/12991839860010855049"
"b000c55alw","http://www.google.com/base/feeds/snippets/10177129616064822618"
"b000h20hu4","http://www.google.com/base/feeds/snippets/11816902045207686274"
"b0009yegcu","http://www.google.com/base/feeds/snippets/12024241460287341882"
"b00061u8sc","http://www.google.com/base/feeds/snippets/12121003713992255160"
"b000i2y0cy","http://www.google.com/base/feeds/snippets/1528326579184485637"
"b000ndemb2","http://www.google.com/base/feeds/snippets/9858798962478264497"
"b000fzvv3u","http://www.google.com/base/feeds/snippets/9675508034468866052"
"b000h14rqk","http://www.google.com/base/feeds/snippets/18177463782265275234"
"b000h14rqk","http://www.google.com/base/feeds/snippets/10090208868795399315"
"b000ffsgga","http://www.google.com/base/feeds/snippets/9487354196638610375"
"b000e8jlda","http://www.google.com/base/feeds/snippets/14794198635011271295"
"b000fzxiou","http://www.google.com/base/feeds/snippets/12642359421626863460"
"b0002h6x34","http://www.google.com/base/feeds/snippets/4823291609006887387"
"b0001gjc52","http://www.google.com/base/feeds/snippets/13642535173107321529"
"b000bcgfe2","http://www.google.com/base/feeds/snippets/6801077797933253662"
"b000e8jl7q","http://www.google.com/base/feeds/snippets/4682448981783641744"
"b000lu89xy","http://www.google.com/base/feeds/snippets/13831527178214062853"
"b000gknmd6","http://www.google.com/base/feeds/snippets/1088964682231544841"
"b000qtu1ay","http://www.google.com/base/feeds/snippets/18391195855196917401"
"b000he35ss","http://www.google.com/base/feeds/snippets/11153480872220659485"
"b000exs488","http://www.google.com/base/feeds/snippets/11143055459495586546"
"b000egwc42","http://www.google.com/base/feeds/snippets/18427221955987040627"
"b000q1n7du","http://www.google.com/base/feeds/snippets/10720887667449998069"
"b000ndibnc","http://www.google.com/base/feeds/snippets/16406760233183606059"
"b000cqnjim","http://www.google.com/base/feeds/snippets/10662427062723563235"
"b000h5j4ka","http://www.google.com/base/feeds/snippets/11343247749866294908"
"b000e15nhk","http://www.google.com/base/feeds/snippets/11343247749866294908"
"b000fzz73u","http://www.google.com/base/feeds/snippets/11404711258824251475"
"b000hkpb3e","http://www.google.com/base/feeds/snippets/11022538834870557563"
"b000k7ving","http://www.google.com/base/feeds/snippets/13468530879861986847"
"b000ga99ry","http://www.google.com/base/feeds/snippets/13264093951540339583"
"b000epcfz4","http://www.google.com/base/feeds/snippets/13118744398423334173"
"b000o39u3g","http://www.google.com/base/feeds/snippets/13023052343955574084"
"b000hlv6mi","http://www.google.com/base/feeds/snippets/10688959294324458483"
"b0000afu4e","http://www.google.com/base/feeds/snippets/10376000923691891679"
"b000jgw9ae","http://www.google.com/base/feeds/snippets/10471177135649344162"
"b000hlr9my","http://www.google.com/base/feeds/snippets/18368153783802816439"
"b000hlr9my","http://www.google.com/base/feeds/snippets/2255189038262879768"
"b000fzz730","http://www.google.com/base/feeds/snippets/10105070429318394420"
"b000r1g844","http://www.google.com/base/feeds/snippets/13637950682292849732"
"b000exq2cs","http://www.google.com/base/feeds/snippets/9463842250533836611"
"b000ozjtoo","http://www.google.com/base/feeds/snippets/13637950682292849732"
"b000099sie","http://www.google.com/base/feeds/snippets/12471937113581397461"
"b0001wn0li","http://www.google.com/base/feeds/snippets/18379653518269884966"
"b000j6dues","http://www.google.com/base/feeds/snippets/12495037922890432173"
"b0006ni698","http://www.google.com/base/feeds/snippets/11865417944403325412"
"b000he4riu","http://www.google.com/base/feeds/snippets/12068923163500219493"
"b00070ouja","http://www.google.com/base/feeds/snippets/13771177133224281760"
"b000eplmpi","http://www.google.com/base/feeds/snippets/13683578637114771147"
"b000nknb62","http://www.google.com/base/feeds/snippets/13773294714940805969"
"b000aa8796","http://www.google.com/base/feeds/snippets/13804410937823415271"
"b00009m8ur","http://www.google.com/base/feeds/snippets/13743628234242373469"
"b000frttvy","http://www.google.com/base/feeds/snippets/10497976503252074561"
"b0007d8r5k","http://www.google.com/base/feeds/snippets/13775362651326388438"
"b000e8jlbw","http://www.google.com/base/feeds/snippets/3597076779822744306"
"b000fzxisg","http://www.google.com/base/feeds/snippets/13727078323480476968"
"b000fzxisg","http://www.google.com/base/feeds/snippets/10282477376383378142"
"b0008ews6w","http://www.google.com/base/feeds/snippets/11041238021562109147"
"b000exw510","http://www.google.com/base/feeds/snippets/9551528510942983552"
"b000fzz76m","http://www.google.com/base/feeds/snippets/9505595690175506725"
"b00062ak2k","http://www.google.com/base/feeds/snippets/18376072611700638452"
"b000eqazb4","http://www.google.com/base/feeds/snippets/12965745281480952652"
"b000kmehha","http://www.google.com/base/feeds/snippets/11463298814554093369"
"b000ndibws","http://www.google.com/base/feeds/snippets/9484979283744840884"
"b000hlp64w","http://www.google.com/base/feeds/snippets/11554840496283672285"
"b000bddf08","http://www.google.com/base/feeds/snippets/11443016597547288676"
"b000evo8h6","http://www.google.com/base/feeds/snippets/18368735287693525011"
"b000lv6pyi","http://www.google.com/base/feeds/snippets/18367889369421729693"
"b00005ld1r","http://www.google.com/base/feeds/snippets/18367097829354438075"
"b0006g2vk0","http://www.google.com/base/feeds/snippets/18365507478568694929"
"b000gkli0a","http://www.google.com/base/feeds/snippets/6426816868919758079"
"b000fbgapi","http://www.google.com/base/feeds/snippets/18364140307508478752"
"b000qgixde","http://www.google.com/base/feeds/snippets/18360307000127444765"
"b000oziaz8","http://www.google.com/base/feeds/snippets/15207825953028155236"
"b00008mnxr","http://www.google.com/base/feeds/snippets/13582930230756997101"
"b000fnevhk","http://www.google.com/base/feeds/snippets/18358728426530670777"
"b000kg86b4","http://www.google.com/base/feeds/snippets/18360175926672582960"
"b00097iaym","http://www.google.com/base/feeds/snippets/18354270349835110075"
"b000ivfciq","http://www.google.com/base/feeds/snippets/18355044473505180786"
"b000ivfciq","http://www.google.com/base/feeds/snippets/12151689484559213261"
"b000jx1kma","http://www.google.com/base/feeds/snippets/18356272944058818376"
"b000a6na6a","http://www.google.com/base/feeds/snippets/18355630027419003625"
"b000a3ky4e","http://www.google.com/base/feeds/snippets/18356638685856745200"
"b000aoz7fo","http://www.google.com/base/feeds/snippets/18353566070605982375"
"b0006g2tum","http://www.google.com/base/feeds/snippets/18352674914916743912"
"b000icpfmi","http://www.google.com/base/feeds/snippets/14325412592062687221"
"b0007yepyg","http://www.google.com/base/feeds/snippets/14284530408597272725"
"b00032heyk","http://www.google.com/base/feeds/snippets/14100958400236899770"
"b0000ycfdg","http://www.google.com/base/feeds/snippets/13728717906019565465"
"b0009y6f56","http://www.google.com/base/feeds/snippets/13392915442415544255"
"b000cbn9aa","http://www.google.com/base/feeds/snippets/13143355002649939201"
"b000cpshia","http://www.google.com/base/feeds/snippets/14493833507639383996"
"b000922dwc","http://www.google.com/base/feeds/snippets/15297739858013318917"
"b000ogsgym","http://www.google.com/base/feeds/snippets/15551866173776009457"
"b000b0gzu8","http://www.google.com/base/feeds/snippets/14443748429238960679"
"b00062ujhg","http://www.google.com/base/feeds/snippets/14762714779654278826"
"b000hed3f8","http://www.google.com/base/feeds/snippets/15401280256033043239"
"b000enucvk","http://www.google.com/base/feeds/snippets/3437735654737897918"
"b00032hey0","http://www.google.com/base/feeds/snippets/13776469109811872414"
"b000bckmaa","http://www.google.com/base/feeds/snippets/13796906802854864998"
"b000dz964i","http://www.google.com/base/feeds/snippets/18379602755577753525"
"b0002r74a0","http://www.google.com/base/feeds/snippets/18380144380139373224"
"b000nknb44","http://www.google.com/base/feeds/snippets/5978521375376689048"
"b000ehpzxq","http://www.google.com/base/feeds/snippets/18381050378194058330"
"b000fkd3cc","http://www.google.com/base/feeds/snippets/18388829675891326365"
"b00030cbu4","http://www.google.com/base/feeds/snippets/18379664802687261824"
"b000ndibh8","http://www.google.com/base/feeds/snippets/2261905427242154693"
"b000euhk3g","http://www.google.com/base/feeds/snippets/14356986779854403622"
"b000cditbc","http://www.google.com/base/feeds/snippets/18377490087458020504"
"b000krd3bq","http://www.google.com/base/feeds/snippets/10299611596430222322"
"b000krd3bq","http://www.google.com/base/feeds/snippets/17596883596074762243"
"b000gwkol2","http://www.google.com/base/feeds/snippets/18376303388125635572"
"b000nvkyse","http://www.google.com/base/feeds/snippets/1492097838915695810"
"b00006rgnx","http://www.google.com/base/feeds/snippets/6732814497585724663"
"b000qctqne","http://www.google.com/base/feeds/snippets/18375765231096501819"
"b000bnkbdm","http://www.google.com/base/feeds/snippets/18374143831267894200"
"b000i84dts","http://www.google.com/base/feeds/snippets/18373254644070862441"
"b000aa87pu","http://www.google.com/base/feeds/snippets/18373688292230003205"
"b000ivkrvs","http://www.google.com/base/feeds/snippets/15664992944977677730"
"b000ozia62","http://www.google.com/base/feeds/snippets/648205874217332044"
"b000lpc8t0","http://www.google.com/base/feeds/snippets/11831542288207686462"
"b0002c3vqq","http://www.google.com/base/feeds/snippets/18371416588940021581"
"b00009v7hf","http://www.google.com/base/feeds/snippets/18373045261595979693"
"b0007d8esa","http://www.google.com/base/feeds/snippets/18368896632826907002"
"b0006b64v2","http://www.google.com/base/feeds/snippets/18369825056478487049"
"b000qjrska","http://www.google.com/base/feeds/snippets/18371727039035112852"
"b000bt8trg","http://www.google.com/base/feeds/snippets/11826731647881867985"
"b000ov0gao","http://www.google.com/base/feeds/snippets/18371601730045221642"
"b000088ner","http://www.google.com/base/feeds/snippets/4776201646741876078"
"b000088ner","http://www.google.com/base/feeds/snippets/1347968736695236641"
"b0009yx9by","http://www.google.com/base/feeds/snippets/5238862557893361196"
"b000mfgx7w","http://www.google.com/base/feeds/snippets/18416264451031093966"
"b00005op44","http://www.google.com/base/feeds/snippets/18381906790026125106"
"b000bwbtwu","http://www.google.com/base/feeds/snippets/6205544377126393085"
"b000emgcxs","http://www.google.com/base/feeds/snippets/18384214908341178781"
"b0001iqnc0","http://www.google.com/base/feeds/snippets/18240279639195527181"
"b0001iqnc0","http://www.google.com/base/feeds/snippets/14425804478665246948"
"b000b6kxfa","http://www.google.com/base/feeds/snippets/8894150903607310427"
"b000bndghk","http://www.google.com/base/feeds/snippets/18427441766979913551"
"b000e8jlas","http://www.google.com/base/feeds/snippets/1532472446439845707"
"b00009qenn","http://www.google.com/base/feeds/snippets/9685584718207146115"
"b0001h9l5m","http://www.google.com/base/feeds/snippets/15812045656958608251"
"b0009xb12o","http://www.google.com/base/feeds/snippets/18396354299258717606"
"b000i8od4i","http://www.google.com/base/feeds/snippets/18213081663134894535"
"b00004nhn7","http://www.google.com/base/feeds/snippets/18434385825570199468"
"b00062jdka","http://www.google.com/base/feeds/snippets/9616317575612495489"
"b00022ptt8","http://www.google.com/base/feeds/snippets/10568264795540984053"
"b000bwbu6u","http://www.google.com/base/feeds/snippets/6282886480523973402"
"b000bgtv80","http://www.google.com/base/feeds/snippets/11711993756559182415"
"b000bgtv80","http://www.google.com/base/feeds/snippets/10623432141570708774"
"b000o27t8a","http://www.google.com/base/feeds/snippets/18341451742874553099"
"b000ndib6y","http://www.google.com/base/feeds/snippets/11553460726656084647"
"b000ndib6y","http://www.google.com/base/feeds/snippets/13659935621775890962"
"b0001wn0ky","http://www.google.com/base/feeds/snippets/16388256207576026986"
"b000q6zk3a","http://www.google.com/base/feeds/snippets/18371419521576660155"
"b000bhq5jw","http://www.google.com/base/feeds/snippets/18436637620422411542"
"b000hcz8gc","http://www.google.com/base/feeds/snippets/9807438286656285076"
"b000hctyte","http://www.google.com/base/feeds/snippets/7882287499485291732"
"b000bx24o6","http://www.google.com/base/feeds/snippets/14415907760923977024"
"b000bx24o6","http://www.google.com/base/feeds/snippets/17938513699320393589"
"b000mtebtu","http://www.google.com/base/feeds/snippets/7898902077337932386"
"b000hlt4y0","http://www.google.com/base/feeds/snippets/11831542288207686462"
"b000hbys5k","http://www.google.com/base/feeds/snippets/5250375660251099807"
"b000hbys5k","http://www.google.com/base/feeds/snippets/13631557261313424700"
"b000h11f9c","http://www.google.com/base/feeds/snippets/18422623903556262295"
"b0006n99k8","http://www.google.com/base/feeds/snippets/17425291246427623053"
"b00008mnxq","http://www.google.com/base/feeds/snippets/18380054536947094037"
"b000hc0lw8","http://www.google.com/base/feeds/snippets/16714036815187031033"
"b000hc0lw8","http://www.google.com/base/feeds/snippets/16573354058682977088"
"b0002b0qfg","http://www.google.com/base/feeds/snippets/11267581873345425673"
"b000ej9w0q","http://www.google.com/base/feeds/snippets/10299611596430222322"
"b000ej9w0q","http://www.google.com/base/feeds/snippets/17596883596074762243"
"b0007lw230","http://www.google.com/base/feeds/snippets/17298610841039937504"
"b0007lw230","http://www.google.com/base/feeds/snippets/10628460274071713512"
"b0007lw230","http://www.google.com/base/feeds/snippets/10595032077010116055"
"b0007lw23a","http://www.google.com/base/feeds/snippets/11630432614273539055"
"b0007lw23a","http://www.google.com/base/feeds/snippets/3045238811380824044"
"b0007lw23a","http://www.google.com/base/feeds/snippets/9643223122893875320"
"b000hbxjxc","http://www.google.com/base/feeds/snippets/11125907881740407428"
"b000hbxjxc","http://www.google.com/base/feeds/snippets/11409582066977374017"
"b000pdnhno","http://www.google.com/base/feeds/snippets/12311932123270766595"
"b000pdnhno","http://www.google.com/base/feeds/snippets/17070501717470514063"
"b000hcz8ey","http://www.google.com/base/feeds/snippets/11114112522015930440"
"b0007lw22g","http://www.google.com/base/feeds/snippets/10849068506859926430"
"b0007lw22g","http://www.google.com/base/feeds/snippets/18398718226932431716"
"b0007lw22g","http://www.google.com/base/feeds/snippets/4539901557040997564"
"b000ndib7s","http://www.google.com/base/feeds/snippets/3473826515983580841"
"b00022ptru","http://www.google.com/base/feeds/snippets/8761785470712681109"
"b000hlt4tu","http://www.google.com/base/feeds/snippets/18404168006486239466"
"b000hcxklc","http://www.google.com/base/feeds/snippets/9255722138583214734"
"b000hbvvg4","http://www.google.com/base/feeds/snippets/4699273716641936158"
"b000hcv1ky","http://www.google.com/base/feeds/snippets/16905793691117512235"
"b000bgpqr0","http://www.google.com/base/feeds/snippets/12737245292905990966"
"b0007iqg3a","http://www.google.com/base/feeds/snippets/16894460490935798232"
"b000bknncq","http://www.google.com/base/feeds/snippets/10004325115759097777"
"b000ogsyk8","http://www.google.com/base/feeds/snippets/391160076939023566"
"b0008ewsf8","http://www.google.com/base/feeds/snippets/10087092539211280139"
"b000ndid26","http://www.google.com/base/feeds/snippets/5673733196767057398"
"b000h16p9m","http://www.google.com/base/feeds/snippets/3846293022585027470"
"b000ndid62","http://www.google.com/base/feeds/snippets/14736350815466474940"
"b000k2nktg","http://www.google.com/base/feeds/snippets/415173687627513981"
"b000ndibvo","http://www.google.com/base/feeds/snippets/5767845185221029524"
